images,labels
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20046.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20047.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20047.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20048.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20048.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20049.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20049.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20050.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20050.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20051.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20051.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20052.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20052.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20053.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20053.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20054.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20054.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20055.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20055.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20056.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20056.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20057.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20057.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20058.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20058.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20059.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20059.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20060.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20060.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20061.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20061.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20062.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20062.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20063.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20063.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20064.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20064.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20065.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20065.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20066.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20066.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20067.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20067.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20068.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20068.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20069.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20069.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20070.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20070.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20071.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20071.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20072.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20072.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20073.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20073.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20074.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20074.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20075.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20075.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20076.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20076.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20077.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20077.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20078.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20078.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20079.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20079.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20080.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20080.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20081.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20081.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20082.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20082.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20083.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20083.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20084.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20084.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20085.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20085.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20086.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20086.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20087.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20087.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20088.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20088.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20089.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20089.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20090.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20090.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20091.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20091.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20092.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20092.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20093.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20093.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20094.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20094.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20095.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20095.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20096.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20096.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20097.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20097.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20098.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20098.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20099.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20099.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20100.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_20100.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30001.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30001.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30002.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30002.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30003.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30003.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30004.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30004.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30005.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30005.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30006.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30006.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30007.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30007.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30008.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30008.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30009.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30009.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30010.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30010.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30011.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30011.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30012.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30012.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30013.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30013.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30014.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30014.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30015.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30015.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30016.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30016.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30017.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30017.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30018.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30018.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30019.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30019.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30020.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30020.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30021.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30021.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30022.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30022.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30023.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30023.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30024.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30024.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30025.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30025.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30026.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30026.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30027.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30027.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30028.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30028.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30029.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30029.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30030.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30030.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30031.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30031.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30032.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30032.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30033.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30033.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30034.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30034.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30035.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30035.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30036.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30036.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30037.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30037.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30038.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30038.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30039.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30039.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30040.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30040.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30041.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30041.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30042.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30042.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30043.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30043.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30044.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30044.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30045.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30045.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30046.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30046.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30047.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30047.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30048.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30048.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30049.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30049.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30050.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30050.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30051.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30051.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30052.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30052.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30053.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30053.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30054.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30054.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30055.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30055.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30056.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30056.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30057.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30057.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30058.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30058.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30059.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30059.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30060.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30060.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30061.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30061.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30062.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30062.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30063.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30063.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30064.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30064.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30065.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30065.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30066.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30066.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30067.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30067.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30068.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30068.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30069.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30069.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30070.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30070.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30071.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30071.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30072.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30072.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30073.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30073.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30074.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30074.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30075.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30075.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30076.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30076.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30077.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30077.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30078.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30078.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30079.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30079.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30080.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30080.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30081.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30081.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30082.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30082.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30083.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30083.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30084.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30084.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30085.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30085.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30086.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30086.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30087.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30087.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30088.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30088.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30089.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30089.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30090.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30090.resaved.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30091.jpg,0
E:/Summer 2020 Project/casia-dataset/CASIA2/COMMON/Au_pla_30091.resaved.jpg,0
